Cliente,Genero,Aposentado,Casado,Dependentes,T_Empregado,ServiçoLinha,MultiplasLinhas,ServicoInternet,SegurancaOnline,OnlineBackup,ProtecaoEquip,SeguroAdicional,StreamingTV,FilmesStreaming,TIpoContrato,ContaImpresso,MetodoPagamento,ValorPlano,ContaTotal,Churn
"6461-PPAXN,""Feminino"",0,""sim"",""sim"",35,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""sim"",""Transferencia"",54.950000,1916.000000,""nao"""
"3318-ISQFQ,""Feminino"",0,""nao"",""nao"",20,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Transferencia"",19.500000,413.000000,""nao"""
"1106-HRLKZ,""Masculino"",0,""sim"",""sim"",40,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",19.600000,808.950000,""nao"""
"2483-XSSMZ,""Feminino"",0,""nao"",""nao"",39,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pos-pago"",""sim"",""Debito na conta"",47.850000,1886.400000,""nao"""
"8603-IJWDN,""Masculino"",0,""nao"",""nao"",1,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",86.600000,86.600000,""sim"""
"8165-ZJRNM,""Feminino"",0,""sim"",""sim"",72,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",23.750000,1679.250000,""nao"""
"9369-XFEHK,""Feminino"",1,""sim"",""nao"",33,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",80.600000,2656.500000,""sim"""
"2604-XVDAM,""Feminino"",0,""nao"",""nao"",12,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Transferencia"",43.800000,540.950000,""nao"""
"3717-OFRTN,""Masculino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Transferencia"",19.750000,19.750000,""nao"""
"9046-JBFWA,""Masculino"",0,""nao"",""sim"",27,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",19.150000,537.350000,""nao"""
"3280-NMUVX,""Masculino"",0,""sim"",""sim"",34,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Cartao de Credito"",19.600000,678.800000,""nao"""
"1206-EHBDD,""Feminino"",0,""sim"",""nao"",56,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""sim"",""nao"",""nao"",""nao"",""Fidelizacao"",""nao"",""Transferencia"",80.300000,4513.650000,""nao"""
"8361-LBRDI,""Feminino"",0,""nao"",""nao"",58,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Cartao de Credito"",24.350000,1423.850000,""nao"""
"4883-KCPZJ,""Feminino"",0,""sim"",""sim"",22,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Cartao de Credito"",25.250000,555.400000,""nao"""
"9108-EQPNQ,""Feminino"",0,""sim"",""sim"",10,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Cartao de Credito"",26.100000,225.550000,""nao"""
"7277-KAMWT,""Masculino"",0,""nao"",""nao"",13,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Cartao de Credito"",20.000000,268.450000,""nao"""
"3842-IYKUE,""Feminino"",0,""nao"",""nao"",35,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",85.300000,2917.500000,""sim"""
"6641-XRPSU,""Feminino"",0,""nao"",""nao"",34,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",70.000000,2416.100000,""sim"""
"1374-DMZUI,""Feminino"",1,""nao"",""nao"",4,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",94.300000,424.450000,""sim"""
"2545-LXYVJ,""Masculino"",0,""sim"",""nao"",72,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",20.700000,1492.100000,""nao"""
"3234-VKACU,""Masculino"",0,""nao"",""nao"",2,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",70.300000,132.400000,""nao"""
"8357-EQXFO,""Feminino"",0,""nao"",""nao"",7,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",95.350000,660.900000,""sim"""
"1989-PRJHP,""Masculino"",1,""sim"",""nao"",27,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",75.500000,1893.950000,""sim"""
"8120-JDCAM,""Masculino"",0,""sim"",""sim"",4,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",69.550000,284.900000,""nao"""
"8917-FAEMR,""Feminino"",0,""nao"",""nao"",37,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",19.850000,784.250000,""nao"""
"7047-YXDMZ,""Masculino"",0,""nao"",""nao"",21,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.000000,417.700000,""nao"""
"2858-EIMXH,""Feminino"",1,""sim"",""nao"",53,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",95.850000,5016.250000,""nao"""
"9524-EGPJC,""Feminino"",0,""nao"",""nao"",18,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",90.100000,1612.750000,""sim"""
"6993-OHLXR,""Feminino"",0,""nao"",""nao"",2,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",68.950000,119.750000,""sim"""
"8818-XYFCQ,""Masculino"",0,""sim"",""sim"",32,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",99.550000,3204.650000,""sim"""
"6419-ZTTLE,""Masculino"",1,""sim"",""nao"",23,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Debito na conta"",20.750000,485.200000,""nao"""
"0929-HYQEW,""Masculino"",0,""nao"",""nao"",3,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",50.150000,160.850000,""nao"""
"6614-YOLAC,""Feminino"",0,""sim"",""sim"",71,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""nao"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Conta Correio"",58.650000,4145.250000,""nao"""
"7426-RHZGU,""Masculino"",0,""nao"",""nao"",9,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",95.900000,827.450000,""nao"""
"4065-JJAVA,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",49.500000,49.500000,""nao"""
"4695-VADHF,""Masculino"",0,""sim"",""sim"",18,""sim"",""nao"",""DSL"",""nao"",""nao"",""sim"",""nao"",""nao"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",57.450000,990.850000,""sim"""
"3863-IUBJR,""Masculino"",0,""sim"",""sim"",12,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pos-pago"",""nao"",""Cartao de Credito"",53.650000,696.350000,""sim"""
"7649-SIJJF,""Masculino"",0,""sim"",""nao"",71,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""nao"",""sim"",""Fidelizacao"",""sim"",""Conta Correio"",80.100000,5585.400000,""nao"""
"9361-YNQWJ,""Feminino"",0,""nao"",""nao"",64,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Transferencia"",24.400000,1601.200000,""nao"""
"3748-FVMZZ,""Masculino"",0,""nao"",""nao"",4,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",40.050000,162.450000,""nao"""
"9391-TTOYH,""Feminino"",0,""nao"",""nao"",23,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Conta Correio"",19.500000,470.200000,""nao"""
"1452-XRSJV,""Feminino"",0,""sim"",""sim"",39,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",51.050000,2066.000000,""nao"""
"3422-WJOYD,""Masculino"",0,""sim"",""nao"",28,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""nao"",""Conta Correio"",54.350000,1426.450000,""nao"""
"8242-SOQUO,""Feminino"",1,""nao"",""nao"",5,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",84.700000,392.500000,""nao"""
"7460-ITWWP,""Feminino"",1,""sim"",""nao"",45,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",86.100000,3861.450000,""nao"""
"7147-AYBAA,""Masculino"",0,""nao"",""nao"",37,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",70.350000,2552.900000,""nao"""
"7868-TMWMZ,""Feminino"",1,""sim"",""nao"",60,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Transferencia"",110.000000,6668.350000,""nao"""
"4822-RVYBB,""Masculino"",1,""nao"",""nao"",8,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",100.600000,819.400000,""sim"""
"6732-FZUGP,""Feminino"",0,""nao"",""nao"",47,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""sim"",""nao"",""sim"",""nao"",""Pos-pago"",""nao"",""Cartao de Credito"",94.900000,4615.250000,""nao"""
"8436-BJUMM,""Masculino"",0,""sim"",""sim"",26,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",83.750000,2070.600000,""sim"""
"4184-TJFAN,""Feminino"",1,""sim"",""sim"",3,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",88.300000,273.750000,""sim"""
"8329-GWVPJ,""Feminino"",0,""sim"",""sim"",50,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",69.750000,3557.700000,""nao"""
"1352-VHKAJ,""Masculino"",0,""sim"",""sim"",27,""sim"",""sim"",""DSL"",""nao"",""nao"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""nao"",""Transferencia"",71.600000,1957.100000,""nao"""
"4145-UQXUQ,""Feminino"",1,""nao"",""nao"",8,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",92.100000,729.950000,""sim"""
"2632-TACXW,""Feminino"",0,""sim"",""nao"",62,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",23.650000,1416.750000,""nao"""
"8146-QQKZH,""Feminino"",0,""sim"",""nao"",71,""sim"",""nao"",""DSL"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",81.850000,5924.400000,""nao"""
"1767-CJKBA,""Masculino"",0,""nao"",""nao"",66,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",25.100000,1697.700000,""nao"""
"6445-TNRXS,""Masculino"",0,""sim"",""sim"",68,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Transferencia"",114.700000,7849.850000,""nao"""
"4581-LNWUM,""Feminino"",0,""nao"",""nao"",13,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",49.150000,649.400000,""nao"""
"4869-EPIUS,""Masculino"",0,""sim"",""nao"",56,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pos-pago"",""sim"",""Debito na conta"",80.900000,4557.500000,""nao"""
"9948-YPTDG,""Masculino"",0,""sim"",""nao"",38,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",79.450000,3013.050000,""sim"""
"1236-WFCDV,""Masculino"",1,""nao"",""nao"",14,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Cartao de Credito"",90.450000,1266.100000,""sim"""
"1915-OAKWD,""Feminino"",0,""nao"",""sim"",16,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Transferencia"",19.300000,360.350000,""nao"""
"7296-PIXQY,""Feminino"",0,""sim"",""sim"",14,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",70.200000,1046.500000,""nao"""
"4883-QICIH,""Masculino"",0,""sim"",""sim"",32,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",69.750000,2347.900000,""sim"""
"3354-OADJP,""Feminino"",0,""nao"",""nao"",8,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""nao"",""Transferencia"",54.250000,447.750000,""nao"""
"3524-WQDSG,""Feminino"",0,""sim"",""sim"",43,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",99.300000,4209.950000,""nao"""
"0810-DHDBD,""Feminino"",0,""nao"",""nao"",52,""sim"",""sim"",""DSL"",""sim"",""nao"",""sim"",""sim"",""sim"",""nao"",""Pos-pago"",""nao"",""Cartao de Credito"",74.000000,3877.650000,""nao"""
"4026-SKKHW,""Masculino"",0,""nao"",""nao"",3,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",50.250000,152.300000,""nao"""
"2829-HYVZP,""Masculino"",0,""nao"",""nao"",29,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Conta Correio"",19.800000,572.200000,""nao"""
"8329-IBCTI,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",19.650000,19.650000,""sim"""
"1271-SJBGZ,""Masculino"",1,""nao"",""nao"",12,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""sim"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",43.650000,526.950000,""sim"""
"3845-JHAMY,""Feminino"",0,""sim"",""sim"",16,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",35.500000,552.700000,""nao"""
"7013-PSXHK,""Feminino"",0,""nao"",""nao"",40,""sim"",""sim"",""DSL"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Conta Correio"",80.750000,3208.650000,""nao"""
"5669-SRAIP,""Feminino"",0,""nao"",""nao"",5,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""sim"",""nao"",""nao"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",39.500000,210.750000,""sim"""
"5981-ITEMU,""Masculino"",0,""sim"",""nao"",40,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",97.100000,3706.950000,""sim"""
"3486-NPGST,""Feminino"",0,""nao"",""nao"",36,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",19.550000,620.750000,""nao"""
"6941-PMGEP,""Feminino"",0,""nao"",""nao"",5,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",80.000000,412.500000,""sim"""
"1624-WOIWJ,""Feminino"",0,""nao"",""nao"",10,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",84.700000,832.050000,""sim"""
"2074-GKOWZ,""Masculino"",0,""sim"",""sim"",2,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",89.550000,185.550000,""sim"""
"0376-YMCJC,""Masculino"",0,""nao"",""nao"",23,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",90.600000,1943.200000,""sim"""
"6100-FJZDG,""Masculino"",0,""sim"",""sim"",26,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Transferencia"",20.050000,505.900000,""nao"""
"4829-ZLJTK,""Feminino"",1,""sim"",""nao"",72,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""nao"",""sim"",""sim"",""Fidelizacao"",""sim"",""Debito na conta"",112.400000,8046.850000,""nao"""
"1730-VFMWO,""Feminino"",0,""sim"",""nao"",34,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Transferencia"",50.200000,1815.300000,""nao"""
"7143-BQIBA,""Masculino"",0,""nao"",""nao"",10,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""nao"",""Transferencia"",62.250000,612.950000,""nao"""
"3800-LYTRK,""Feminino"",0,""nao"",""nao"",14,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""nao"",""Conta Correio"",55.700000,795.150000,""nao"""
"0634-SZPQA,""Feminino"",0,""nao"",""nao"",23,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Transferencia"",90.050000,2169.800000,""sim"""
"9646-NMHXE,""Masculino"",0,""sim"",""nao"",47,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",19.650000,973.100000,""nao"""
"7030-NJVDP,""Masculino"",0,""sim"",""nao"",24,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",89.250000,2210.200000,""nao"""
"5536-RTPWK,""Masculino"",0,""sim"",""nao"",49,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",99.050000,4853.750000,""sim"""
"8883-GRDWQ,""Masculino"",1,""nao"",""nao"",20,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""nao"",""Conta Correio"",54.000000,1055.900000,""nao"""
"6166-ILMNY,""Feminino"",0,""nao"",""nao"",2,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Transferencia"",69.750000,144.550000,""sim"""
"3097-NNSPB,""Feminino"",0,""nao"",""nao"",2,""sim"",""nao"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",49.050000,91.100000,""sim"""
"7771-ZONAT,""Masculino"",0,""nao"",""nao"",22,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",56.750000,1304.850000,""nao"""
"0655-RBDUG,""Masculino"",0,""nao"",""nao"",7,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",98.050000,713.000000,""sim"""
"2111-DWYHN,""Masculino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",21.100000,21.100000,""nao"""
"4194-WHFCB,""Feminino"",0,""sim"",""sim"",59,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Transferencia"",96.650000,5580.800000,""nao"""
"4121-AGSIN,""Feminino"",0,""sim"",""sim"",58,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Cartao de Credito"",24.500000,1497.900000,""nao"""
"4361-BKAXE,""Feminino"",0,""nao"",""nao"",41,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",114.500000,4527.450000,""sim"""
"9845-PEEKO,""Feminino"",1,""nao"",""nao"",59,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Fidelizacao"",""sim"",""Cartao de Credito"",79.200000,4590.350000,""nao"""
"0455-XFASS,""Feminino"",0,""sim"",""sim"",3,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",69.550000,200.200000,""nao"""
"0301-KOBTQ,""Masculino"",0,""nao"",""nao"",32,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Transferencia"",20.050000,614.450000,""nao"""
"1751-NCDLI,""Masculino"",1,""sim"",""nao"",46,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",98.850000,4564.900000,""nao"""
"4367-NUYAO,""Masculino"",0,""sim"",""sim"",0,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",25.750000,,""nao"""
"9878-TNQGW,""Masculino"",0,""nao"",""nao"",2,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",80.950000,171.150000,""sim"""
"9170-ARBTB,""Feminino"",0,""sim"",""sim"",52,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Cartao de Credito"",19.600000,1012.400000,""nao"""
"4441-NIHPT,""Feminino"",1,""nao"",""nao"",13,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",74.300000,940.350000,""sim"""
"8999-BOHSE,""Feminino"",1,""nao"",""nao"",11,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Transferencia"",89.700000,1047.700000,""sim"""
"7241-AJHFS,""Masculino"",0,""nao"",""nao"",32,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Transferencia"",87.650000,2766.400000,""nao"""
"7029-RPUAV,""Masculino"",1,""sim"",""nao"",17,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",100.450000,1622.450000,""sim"""
"4546-FOKWR,""Feminino"",0,""nao"",""nao"",16,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",74.750000,1129.350000,""nao"""
"9036-CSKBW,""Feminino"",0,""nao"",""nao"",51,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""nao"",""Transferencia"",107.450000,5680.900000,""nao"""
"5832-TRLPB,""Masculino"",0,""nao"",""nao"",29,""sim"",""nao"",""DSL"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Transferencia"",75.350000,2243.900000,""nao"""
